Date,Initialprice,Finalprice,Discount
2019-04-07,19.99,19.99,0
2019-04-08,19.99,19.99,0
2019-04-09,19.99,19.99,0
2019-04-10,19.99,19.99,0
2019-04-11,19.99,19.99,0
2019-04-12,19.99,19.99,0
2019-04-13,19.99,19.99,0
2019-04-14,19.99,19.99,0
2019-04-15,19.99,19.99,0
2019-04-16,19.99,19.99,0
2019-04-17,19.99,19.99,0
2019-04-18,19.99,19.99,0
2019-04-19,19.99,19.99,0
2019-04-20,19.99,19.99,0
2019-04-21,19.99,19.99,0
2019-04-22,19.99,19.99,0
2019-04-23,19.99,19.99,0
2019-04-24,19.99,19.99,0
2019-04-25,19.99,19.99,0
2019-04-26,19.99,19.99,0
2019-04-27,19.99,19.99,0
2019-04-28,19.99,19.99,0
2019-04-29,19.99,19.99,0
2019-04-30,19.99,19.99,0
2019-05-01,19.99,19.99,0
2019-05-02,19.99,19.99,0
2019-05-03,19.99,19.99,0
2019-05-04,19.99,19.99,0
2019-05-05,19.99,19.99,0
2019-05-06,19.99,19.99,0
2019-05-07,19.99,19.99,0
2019-05-08,19.99,19.99,0
2019-05-09,19.99,19.99,0
2019-05-10,19.99,19.99,0
2019-05-11,19.99,19.99,0
2019-05-12,19.99,19.99,0
2019-05-13,19.99,19.99,0
2019-05-14,19.99,19.99,0
2019-05-15,19.99,19.99,0
2019-05-16,19.99,4.99,75
2019-05-17,19.99,4.99,75
2019-05-18,19.99,4.99,75
2019-05-19,19.99,4.99,75
2019-05-20,19.99,19.99,0
2019-05-21,19.99,19.99,0
2019-05-22,19.99,19.99,0
2019-05-23,19.99,19.99,0
2019-05-24,19.99,19.99,0
2019-05-25,19.99,19.99,0
2019-05-26,19.99,19.99,0
2019-05-27,19.99,19.99,0
2019-05-28,19.99,19.99,0
2019-05-29,19.99,19.99,0
2019-05-30,19.99,19.99,0
2019-05-31,19.99,19.99,0
2019-06-01,19.99,19.99,0
2019-06-02,19.99,19.99,0
2019-06-03,19.99,19.99,0
2019-06-04,19.99,19.99,0
2019-06-05,19.99,19.99,0
2019-06-06,19.99,19.99,0
2019-06-07,19.99,19.99,0
2019-06-08,19.99,19.99,0
2019-06-09,19.99,19.99,0
2019-06-10,19.99,19.99,0
2019-06-11,19.99,19.99,0
2019-06-12,19.99,19.99,0
2019-06-13,19.99,19.99,0
2019-06-14,19.99,19.99,0
2019-06-15,19.99,19.99,0
2019-06-16,19.99,19.99,0
2019-06-17,19.99,19.99,0
2019-06-18,19.99,19.99,0
2019-06-19,19.99,19.99,0
2019-06-20,19.99,19.99,0
2019-06-21,19.99,19.99,0
2019-06-22,19.99,19.99,0
2019-06-23,19.99,19.99,0
2019-06-24,19.99,19.99,0
2019-06-25,19.99,19.99,0
2019-06-26,19.99,19.99,0
2019-06-27,19.99,19.99,0
2019-06-28,19.99,19.99,0
2019-06-29,19.99,19.99,0
2019-06-30,19.99,19.99,0
2019-07-01,19.99,19.99,0
2019-07-02,19.99,19.99,0
2019-07-03,19.99,19.99,0
2019-07-04,19.99,19.99,0
2019-07-05,19.99,19.99,0
2019-07-06,19.99,19.99,0
2019-07-07,19.99,19.99,0
2019-07-08,19.99,19.99,0
2019-07-09,19.99,4.99,75
2019-07-10,19.99,4.99,75
2019-07-11,19.99,4.99,75
2019-07-12,19.99,4.99,75
2019-07-13,19.99,4.99,75
2019-07-14,19.99,4.99,75
2019-07-15,19.99,4.99,75
2019-07-16,19.99,19.99,0
2019-07-17,19.99,19.99,0
2019-07-18,19.99,19.99,0
2019-07-19,19.99,19.99,0
