Date,Initialprice,Finalprice,Discount
2019-04-07,59.99,59.99,0
2019-04-08,59.99,59.99,0
2019-04-09,59.99,59.99,0
2019-04-10,59.99,59.99,0
2019-04-11,59.99,59.99,0
2019-04-12,59.99,59.99,0
2019-04-13,59.99,59.99,0
2019-04-14,59.99,59.99,0
2019-04-15,59.99,59.99,0
2019-04-16,59.99,59.99,0
2019-04-17,59.99,59.99,0
2019-04-18,59.99,59.99,0
2019-04-19,59.99,59.99,0
2019-04-20,59.99,59.99,0
2019-04-21,59.99,59.99,0
2019-04-22,59.99,59.99,0
2019-04-23,59.99,59.99,0
2019-04-24,59.99,59.99,0
2019-04-25,59.99,59.99,0
2019-04-26,59.99,59.99,0
2019-04-27,59.99,59.99,0
2019-04-28,59.99,59.99,0
2019-04-29,59.99,59.99,0
2019-04-30,59.99,59.99,0
2019-05-01,59.99,59.99,0
2019-05-02,59.99,59.99,0
2019-05-03,59.99,59.99,0
2019-05-04,59.99,59.99,0
2019-05-05,59.99,59.99,0
2019-05-06,59.99,59.99,0
2019-05-07,59.99,59.99,0
2019-05-08,59.99,59.99,0
2019-05-09,59.99,59.99,0
2019-05-10,59.99,59.99,0
2019-05-11,59.99,59.99,0
2019-05-12,59.99,59.99,0
2019-05-13,59.99,59.99,0
2019-05-14,59.99,59.99,0
2019-05-15,59.99,59.99,0
2019-05-16,59.99,59.99,0
2019-05-17,59.99,59.99,0
2019-05-18,59.99,59.99,0
2019-05-19,59.99,59.99,0
2019-05-20,59.99,59.99,0
2019-05-21,59.99,59.99,0
2019-05-22,59.99,59.99,0
2019-05-23,59.99,59.99,0
2019-05-24,59.99,59.99,0
2019-05-25,59.99,59.99,0
2019-05-26,59.99,59.99,0
2019-05-27,59.99,59.99,0
2019-05-28,59.99,59.99,0
2019-05-29,59.99,59.99,0
2019-05-30,59.99,59.99,0
2019-05-31,59.99,59.99,0
2019-06-01,59.99,59.99,0
2019-06-02,59.99,59.99,0
2019-06-03,59.99,59.99,0
2019-06-04,59.99,59.99,0
2019-06-05,59.99,59.99,0
2019-06-06,59.99,59.99,0
