Date,Initialprice,Finalprice,Discount
2019-04-07,17.99,17.99,0
2019-04-08,17.99,17.99,0
2019-04-09,17.99,17.99,0
2019-04-10,17.99,17.99,0
2019-04-11,17.99,17.99,0
2019-04-12,17.99,17.99,0
2019-04-13,17.99,17.99,0
2019-04-14,17.99,17.99,0
2019-04-15,17.99,17.99,0
2019-04-16,17.99,17.99,0
2019-04-17,17.99,17.99,0
2019-04-18,17.99,17.99,0
2019-04-19,17.99,17.99,0
2019-04-20,17.99,17.99,0
2019-04-21,17.99,17.99,0
2019-04-22,17.99,17.99,0
2019-04-23,17.99,17.99,0
2019-04-24,17.99,17.99,0
2019-04-25,17.99,17.99,0
2019-04-26,17.99,17.99,0
2019-04-27,17.99,17.99,0
2019-04-28,17.99,17.99,0
2019-04-29,17.99,17.99,0
2019-04-30,17.99,17.99,0
2019-05-01,17.99,17.99,0
2019-05-02,17.99,17.99,0
2019-05-03,17.99,17.99,0
2019-05-04,17.99,17.99,0
2019-05-05,17.99,17.99,0
2019-05-06,17.99,17.99,0
2019-05-07,17.99,17.99,0
2019-05-08,17.99,17.99,0
2019-05-09,17.99,17.99,0
2019-05-10,17.99,17.99,0
2019-05-11,17.99,17.99,0
2019-05-12,17.99,17.99,0
2019-05-13,17.99,17.99,0
2019-05-14,17.99,17.99,0
2019-05-15,17.99,17.99,0
2019-05-16,17.99,17.99,0
2019-05-17,17.99,17.99,0
2019-05-18,17.99,17.99,0
2019-05-19,17.99,17.99,0
2019-05-20,17.99,17.99,0
2019-05-21,17.99,17.99,0
2019-05-22,17.99,17.99,0
2019-05-23,17.99,17.99,0
2019-05-24,17.99,17.99,0
2019-05-25,17.99,17.99,0
2019-05-26,17.99,17.99,0
2019-05-27,17.99,17.99,0
2019-05-28,17.99,17.99,0
2019-05-29,17.99,17.99,0
2019-05-30,17.99,17.99,0
2019-05-31,17.99,17.99,0
2019-06-01,17.99,17.99,0
2019-06-02,17.99,17.99,0
2019-06-03,17.99,17.99,0
2019-06-04,17.99,17.99,0
2019-06-05,17.99,17.99,0
2019-06-06,17.99,17.99,0
2019-06-07,17.99,17.99,0
2019-06-08,17.99,17.99,0
2019-06-09,17.99,17.99,0
2019-06-10,17.99,17.99,0
2019-06-11,17.99,17.99,0
2019-06-12,17.99,17.99,0
2019-06-13,17.99,17.99,0
2019-06-14,17.99,17.99,0
2019-06-15,17.99,17.99,0
2019-06-16,17.99,17.99,0
2019-06-17,17.99,17.99,0
2019-06-18,17.99,17.99,0
2019-06-19,17.99,17.99,0
2019-06-20,17.99,17.99,0
2019-06-21,17.99,17.99,0
2019-06-22,17.99,17.99,0
2019-06-23,17.99,17.99,0
2019-06-24,17.99,17.99,0
2019-06-25,17.99,7.19,60
2019-06-26,17.99,7.19,60
2019-06-27,17.99,7.19,60
2019-06-28,17.99,7.19,60
2019-06-29,17.99,7.19,60
2019-06-30,17.99,7.19,60
2019-07-01,17.99,7.19,60
2019-07-02,17.99,7.19,60
2019-07-03,17.99,7.19,60
2019-07-04,17.99,7.19,60
2019-07-05,17.99,7.19,60
2019-07-06,17.99,7.19,60
2019-07-07,17.99,7.19,60
2019-07-08,17.99,7.19,60
2019-07-09,17.99,17.99,0
2019-07-10,17.99,17.99,0
2019-07-11,17.99,17.99,0
2019-07-12,17.99,17.99,0
2019-07-13,17.99,17.99,0
2019-07-14,17.99,17.99,0
2019-07-15,17.99,17.99,0
2019-07-16,17.99,17.99,0
2019-07-17,17.99,17.99,0
2019-07-18,17.99,17.99,0
2019-07-19,17.99,17.99,0
2019-07-20,17.99,17.99,0
2019-07-21,17.99,17.99,0
2019-07-22,17.99,17.99,0
2019-07-23,17.99,17.99,0
2019-07-24,17.99,17.99,0
2019-07-25,17.99,17.99,0
2019-07-26,17.99,17.99,0
2019-07-27,17.99,17.99,0
2019-07-28,17.99,17.99,0
2019-07-29,17.99,17.99,0
2019-07-30,17.99,17.99,0
2019-07-31,17.99,17.99,0
2019-08-01,17.99,17.99,0
2019-08-02,17.99,17.99,0
2019-08-03,17.99,17.99,0
2019-08-04,17.99,17.99,0
2019-08-05,17.99,17.99,0
2019-08-06,17.99,17.99,0
2019-08-07,17.99,17.99,0
2019-08-08,17.99,17.99,0
2019-08-09,17.99,17.99,0
2019-08-10,17.99,17.99,0
2019-08-11,17.99,17.99,0
2019-08-12,17.99,17.99,0
2019-08-13,17.99,17.99,0
2019-08-14,17.99,17.99,0
2019-08-15,17.99,17.99,0
2019-08-16,17.99,17.99,0
2019-08-17,17.99,17.99,0
2019-08-18,17.99,17.99,0
2019-08-19,17.99,17.99,0
2019-08-20,17.99,17.99,0
2019-08-21,17.99,17.99,0
2019-08-22,17.99,17.99,0
2019-08-23,17.99,17.99,0
2019-08-24,17.99,17.99,0
2019-08-25,17.99,17.99,0
2019-08-26,17.99,17.99,0
2019-08-27,17.99,17.99,0
2019-08-28,17.99,17.99,0
2019-08-29,17.99,17.99,0
2019-08-30,17.99,17.99,0
2019-08-31,17.99,17.99,0
2019-09-01,17.99,17.99,0
2019-09-02,17.99,17.99,0
2019-09-03,17.99,17.99,0
2019-09-04,17.99,17.99,0
2019-09-05,17.99,17.99,0
2019-09-06,17.99,17.99,0
2019-09-07,17.99,17.99,0
2019-09-09,17.99,17.99,0
2019-09-10,17.99,17.99,0
2019-09-11,17.99,17.99,0
2019-09-12,17.99,17.99,0
2019-09-13,17.99,17.99,0
2019-09-14,17.99,17.99,0
2019-09-15,17.99,17.99,0
2019-09-16,17.99,17.99,0
2019-09-17,17.99,17.99,0
2019-09-18,17.99,17.99,0
2019-09-19,17.99,17.99,0
2019-09-20,17.99,17.99,0
2019-09-21,17.99,17.99,0
2019-09-22,17.99,17.99,0
2019-09-23,17.99,17.99,0
2019-09-24,17.99,17.99,0
2019-09-25,17.99,17.99,0
2019-09-26,17.99,17.99,0
2019-09-27,17.99,17.99,0
2019-09-28,17.99,17.99,0
2019-09-29,17.99,17.99,0
2019-09-30,17.99,17.99,0
2019-10-01,17.99,17.99,0
2019-10-02,17.99,17.99,0
2019-10-03,17.99,17.99,0
2019-10-04,17.99,17.99,0
2019-10-05,17.99,17.99,0
2019-10-06,17.99,17.99,0
2019-10-07,17.99,17.99,0
2019-10-08,17.99,17.99,0
2019-10-09,17.99,17.99,0
2019-10-10,17.99,17.99,0
2019-10-11,17.99,17.99,0
2019-10-12,17.99,17.99,0
2019-10-13,17.99,17.99,0
2019-10-14,17.99,17.99,0
2019-10-15,17.99,17.99,0
2019-10-16,17.99,17.99,0
2019-10-17,17.99,17.99,0
2019-10-18,17.99,17.99,0
2019-10-19,17.99,17.99,0
2019-10-20,17.99,17.99,0
2019-10-21,17.99,17.99,0
2019-10-22,17.99,17.99,0
2019-10-23,17.99,17.99,0
2019-10-24,17.99,17.99,0
2019-10-25,17.99,17.99,0
2019-10-26,17.99,17.99,0
2019-10-27,17.99,17.99,0
2019-10-28,17.99,17.99,0
2019-10-29,17.99,17.99,0
2019-10-30,17.99,17.99,0
2019-10-31,17.99,17.99,0
2019-11-01,17.99,17.99,0
2019-11-02,17.99,17.99,0
2019-11-03,17.99,17.99,0
2019-11-04,17.99,17.99,0
2019-11-05,17.99,17.99,0
2019-11-06,17.99,17.99,0
