Date,Initialprice,Finalprice,Discount
2019-04-07,24.99,24.99,0
2019-04-08,24.99,24.99,0
2019-04-09,24.99,24.99,0
2019-04-10,24.99,24.99,0
2019-04-11,24.99,24.99,0
2019-04-12,24.99,24.99,0
2019-04-13,24.99,24.99,0
2019-04-14,24.99,24.99,0
2019-04-15,24.99,24.99,0
2019-04-16,24.99,24.99,0
2019-04-17,24.99,24.99,0
2019-04-18,24.99,24.99,0
2019-04-19,24.99,24.99,0
2019-04-20,24.99,24.99,0
2019-04-21,24.99,24.99,0
2019-04-22,24.99,24.99,0
2019-04-23,24.99,24.99,0
2019-04-24,24.99,24.99,0
2019-04-25,24.99,24.99,0
2019-04-26,24.99,24.99,0
2019-04-27,24.99,24.99,0
