Date,Initialprice,Finalprice,Discount
2019-04-07,55.99,55.99,0
2019-04-08,55.99,55.99,0
2019-04-09,55.99,55.99,0
2019-04-10,55.99,55.99,0
2019-04-11,55.99,55.99,0
2019-04-12,55.99,55.99,0
2019-04-13,55.99,55.99,0
2019-04-14,55.99,55.99,0
2019-04-15,55.99,55.99,0
2019-04-16,55.99,55.99,0
2019-04-17,55.99,55.99,0
2019-04-18,55.99,55.99,0
2019-04-19,55.99,55.99,0
2019-04-20,55.99,55.99,0
2019-04-21,55.99,55.99,0
2019-04-22,55.99,55.99,0
2019-04-23,55.99,55.99,0
2019-04-24,55.99,55.99,0
2019-04-25,55.99,55.99,0
2019-04-26,55.99,55.99,0
2019-04-27,55.99,55.99,0
2019-04-28,55.99,55.99,0
2019-04-29,55.99,55.99,0
2019-04-30,55.99,55.99,0
2019-05-01,55.99,55.99,0
2019-05-02,55.99,55.99,0
2019-05-03,55.99,55.99,0
2019-05-04,55.99,55.99,0
2019-05-05,55.99,55.99,0
2019-05-06,55.99,55.99,0
2019-05-07,55.99,55.99,0
2019-05-08,55.99,55.99,0
2019-05-09,55.99,19.59,65
2019-05-10,55.99,19.59,65
2019-05-11,55.99,19.59,65
2019-05-12,55.99,19.59,65
2019-05-13,55.99,19.59,65
2019-05-14,55.99,19.59,65
2019-05-15,55.99,19.59,65
2019-05-16,55.99,19.59,65
2019-05-17,55.99,19.59,65
2019-05-18,55.99,19.59,65
2019-05-19,55.99,19.59,65
2019-05-20,55.99,19.59,65
2019-05-21,55.99,19.59,65
2019-05-22,55.99,19.59,65
2019-05-23,55.99,55.99,0
2019-05-24,55.99,55.99,0
2019-05-25,55.99,55.99,0
2019-05-26,55.99,55.99,0
2019-05-27,55.99,55.99,0
2019-05-28,55.99,55.99,0
2019-05-29,55.99,55.99,0
2019-05-30,55.99,55.99,0
2019-05-31,55.99,55.99,0
2019-06-01,55.99,55.99,0
2019-06-02,55.99,55.99,0
2019-06-03,55.99,55.99,0
2019-06-04,55.99,55.99,0
2019-06-05,55.99,55.99,0
2019-06-06,55.99,55.99,0
2019-06-07,55.99,55.99,0
2019-06-08,55.99,55.99,0
2019-06-09,55.99,55.99,0
2019-06-10,55.99,55.99,0
2019-06-11,55.99,55.99,0
2019-06-12,55.99,55.99,0
2019-06-13,55.99,55.99,0
2019-06-14,55.99,55.99,0
2019-06-15,55.99,55.99,0
2019-06-16,55.99,55.99,0
2019-06-17,55.99,55.99,0
2019-06-18,55.99,55.99,0
2019-06-19,55.99,55.99,0
2019-06-20,55.99,55.99,0
2019-06-21,55.99,55.99,0
2019-06-22,55.99,55.99,0
2019-06-23,55.99,55.99,0
2019-06-24,55.99,55.99,0
2019-06-25,55.99,55.99,0
2019-06-26,55.99,55.99,0
2019-06-27,55.99,55.99,0
2019-06-28,55.99,55.99,0
2019-06-29,55.99,55.99,0
2019-06-30,55.99,55.99,0
2019-07-01,55.99,55.99,0
2019-07-02,55.99,55.99,0
2019-07-03,55.99,55.99,0
2019-07-04,55.99,55.99,0
2019-07-05,55.99,55.99,0
2019-07-06,55.99,55.99,0
2019-07-07,55.99,55.99,0
2019-07-08,55.99,55.99,0
2019-07-09,55.99,55.99,0
2019-07-10,55.99,55.99,0
2019-07-11,55.99,55.99,0
2019-07-12,55.99,55.99,0
2019-07-13,55.99,55.99,0
2019-07-14,55.99,55.99,0
2019-07-15,55.99,55.99,0
2019-07-16,55.99,55.99,0
2019-07-17,55.99,55.99,0
2019-07-18,55.99,55.99,0
2019-07-19,55.99,55.99,0
2019-07-20,55.99,55.99,0
2019-07-21,55.99,55.99,0
2019-07-22,55.99,55.99,0
2019-07-23,55.99,55.99,0
2019-07-24,55.99,55.99,0
2019-07-25,55.99,55.99,0
2019-07-26,55.99,55.99,0
2019-07-27,55.99,55.99,0
2019-07-28,55.99,55.99,0
2019-07-29,55.99,55.99,0
2019-07-30,55.99,55.99,0
2019-07-31,55.99,55.99,0
2019-08-01,55.99,55.99,0
2019-08-02,55.99,55.99,0
2019-08-03,55.99,55.99,0
2019-08-04,55.99,55.99,0
2019-08-05,55.99,55.99,0
2019-08-06,55.99,55.99,0
2019-08-07,55.99,19.59,65
2019-08-08,55.99,19.59,65
2019-08-09,55.99,19.59,65
2019-08-10,55.99,19.59,65
2019-08-11,55.99,19.59,65
2019-08-12,55.99,19.59,65
2019-08-13,55.99,19.59,65
2019-08-14,55.99,19.59,65
2019-08-15,55.99,19.59,65
2019-08-16,55.99,19.59,65
2019-08-17,55.99,19.59,65
2019-08-18,55.99,19.59,65
2019-08-19,55.99,19.59,65
2019-08-20,55.99,19.59,65
2019-08-21,55.99,55.99,0
2019-08-22,55.99,55.99,0
2019-08-23,55.99,55.99,0
2019-08-24,55.99,55.99,0
2019-08-25,55.99,55.99,0
2019-08-26,55.99,55.99,0
2019-08-27,55.99,55.99,0
2019-08-28,55.99,55.99,0
2019-08-29,55.99,55.99,0
2019-08-30,55.99,55.99,0
2019-08-31,55.99,55.99,0
2019-09-01,55.99,55.99,0
2019-09-02,55.99,55.99,0
2019-09-03,55.99,55.99,0
2019-09-04,55.99,55.99,0
2019-09-05,55.99,55.99,0
2019-09-06,55.99,55.99,0
2019-09-07,55.99,55.99,0
2019-09-08,55.99,55.99,0
2019-09-09,55.99,55.99,0
2019-09-10,55.99,55.99,0
2019-09-11,55.99,55.99,0
2019-09-12,55.99,55.99,0
2019-09-13,55.99,55.99,0
2019-09-14,55.99,55.99,0
2019-09-15,55.99,55.99,0
2019-09-16,55.99,55.99,0
2019-09-17,55.99,55.99,0
2019-09-18,55.99,55.99,0
2019-09-19,55.99,55.99,0
2019-09-20,55.99,55.99,0
2019-09-21,55.99,55.99,0
2019-09-22,55.99,55.99,0
2019-09-23,55.99,55.99,0
2019-09-24,55.99,55.99,0
2019-09-25,55.99,55.99,0
2019-09-26,55.99,55.99,0
2019-09-27,55.99,55.99,0
2019-09-28,55.99,55.99,0
2019-09-29,55.99,55.99,0
2019-09-30,55.99,55.99,0
2019-10-01,55.99,55.99,0
2019-10-02,55.99,55.99,0
2019-10-03,55.99,55.99,0
2019-10-04,55.99,55.99,0
2019-10-05,55.99,55.99,0
2019-10-06,55.99,55.99,0
2019-10-07,55.99,55.99,0
2019-10-08,55.99,55.99,0
2019-10-09,55.99,55.99,0
2019-10-10,55.99,55.99,0
2019-10-11,55.99,55.99,0
2019-10-12,55.99,55.99,0
2019-10-13,55.99,55.99,0
2019-10-14,55.99,55.99,0
2019-10-15,55.99,55.99,0
2019-10-16,55.99,19.59,65
2019-10-17,55.99,19.59,65
2019-10-18,55.99,19.59,65
2019-10-19,55.99,19.59,65
2019-10-20,55.99,19.59,65
2019-10-21,55.99,19.59,65
2019-10-22,55.99,19.59,65
2019-10-23,55.99,19.59,65
2019-10-24,55.99,19.59,65
2019-10-25,55.99,19.59,65
2019-10-26,55.99,19.59,65
2019-10-27,55.99,19.59,65
2019-10-28,55.99,19.59,65
2019-10-29,55.99,19.59,65
2019-10-30,55.99,55.99,0
2019-10-31,55.99,55.99,0
2019-11-01,55.99,55.99,0
2019-11-02,55.99,55.99,0
2019-11-03,55.99,55.99,0
2019-11-04,55.99,55.99,0
2019-11-05,55.99,55.99,0
2019-11-06,55.99,55.99,0
2019-11-07,55.99,55.99,0
2019-11-08,55.99,55.99,0
2019-11-09,55.99,55.99,0
2019-11-10,55.99,55.99,0
2019-11-11,55.99,55.99,0
2019-11-12,55.99,55.99,0
2019-11-13,55.99,55.99,0
