Date,Initialprice,Finalprice,Discount
2019-04-07,39.99,39.99,0
2019-04-08,39.99,39.99,0
2019-04-09,39.99,39.99,0
2019-04-10,39.99,39.99,0
2019-04-11,39.99,39.99,0
2019-04-12,39.99,39.99,0
2019-04-13,39.99,39.99,0
2019-04-14,39.99,39.99,0
2019-04-15,39.99,39.99,0
2019-04-16,39.99,39.99,0
2019-04-17,39.99,39.99,0
2019-04-18,39.99,39.99,0
2019-04-19,39.99,39.99,0
2019-04-20,39.99,39.99,0
2019-04-21,39.99,39.99,0
2019-04-22,39.99,39.99,0
2019-04-23,39.99,39.99,0
2019-04-24,39.99,39.99,0
2019-04-25,39.99,39.99,0
2019-04-26,39.99,39.99,0
2019-04-27,39.99,39.99,0
2019-04-28,39.99,39.99,0
2019-04-29,39.99,39.99,0
2019-04-30,39.99,39.99,0
2019-05-01,39.99,39.99,0
2019-05-02,39.99,39.99,0
2019-05-03,39.99,39.99,0
2019-05-04,39.99,39.99,0
2019-05-05,39.99,39.99,0
2019-05-06,39.99,39.99,0
2019-05-07,39.99,39.99,0
2019-05-08,39.99,39.99,0
2019-05-09,39.99,39.99,0
2019-05-10,39.99,39.99,0
2019-05-11,39.99,39.99,0
2019-05-12,39.99,39.99,0
2019-05-13,39.99,39.99,0
2019-05-14,39.99,39.99,0
2019-05-15,39.99,39.99,0
2019-05-16,39.99,39.99,0
2019-05-17,39.99,39.99,0
2019-05-18,39.99,39.99,0
2019-05-19,39.99,39.99,0
2019-05-20,39.99,39.99,0
2019-05-21,39.99,39.99,0
2019-05-22,39.99,39.99,0
2019-05-23,39.99,39.99,0
2019-05-24,39.99,39.99,0
2019-05-25,39.99,39.99,0
2019-05-26,39.99,39.99,0
2019-05-27,39.99,11.99,70
2019-05-28,39.99,11.99,70
2019-05-29,39.99,11.99,70
2019-05-30,39.99,11.99,70
2019-05-31,39.99,11.99,70
2019-06-01,39.99,11.99,70
2019-06-02,39.99,11.99,70
2019-06-03,39.99,39.99,0
2019-06-04,39.99,39.99,0
2019-06-05,39.99,39.99,0
2019-06-06,39.99,39.99,0
2019-06-07,39.99,39.99,0
2019-06-08,39.99,39.99,0
2019-06-09,39.99,39.99,0
2019-06-10,39.99,39.99,0
2019-06-11,39.99,39.99,0
2019-06-12,39.99,39.99,0
2019-06-13,39.99,39.99,0
2019-06-14,39.99,39.99,0
2019-06-15,39.99,39.99,0
2019-06-16,39.99,39.99,0
2019-06-17,39.99,39.99,0
2019-06-18,39.99,39.99,0
2019-06-19,39.99,39.99,0
2019-06-20,39.99,39.99,0
2019-06-21,39.99,39.99,0
2019-06-22,39.99,39.99,0
2019-06-23,39.99,39.99,0
2019-06-24,39.99,39.99,0
2019-06-25,39.99,11.99,70
2019-06-26,39.99,11.99,70
2019-06-27,39.99,11.99,70
2019-06-28,39.99,11.99,70
2019-06-29,39.99,11.99,70
2019-06-30,39.99,11.99,70
2019-07-01,39.99,11.99,70
2019-07-02,39.99,11.99,70
2019-07-03,39.99,11.99,70
2019-07-04,39.99,11.99,70
2019-07-05,39.99,11.99,70
2019-07-06,39.99,11.99,70
2019-07-07,39.99,11.99,70
2019-07-08,39.99,11.99,70
2019-07-09,39.99,39.99,0
2019-07-10,39.99,39.99,0
2019-07-11,39.99,39.99,0
2019-07-12,39.99,39.99,0
2019-07-13,39.99,39.99,0
2019-07-14,39.99,39.99,0
2019-07-15,39.99,39.99,0
2019-07-16,39.99,39.99,0
2019-07-17,39.99,39.99,0
2019-07-18,39.99,39.99,0
2019-07-19,39.99,39.99,0
2019-07-20,39.99,39.99,0
2019-07-21,39.99,39.99,0
2019-07-22,39.99,39.99,0
2019-07-23,39.99,39.99,0
2019-07-24,39.99,39.99,0
2019-07-25,39.99,39.99,0
2019-07-26,39.99,39.99,0
2019-07-27,39.99,39.99,0
2019-07-28,39.99,39.99,0
2019-07-29,39.99,11.99,70
2019-07-30,39.99,11.99,70
2019-07-31,39.99,11.99,70
2019-08-01,39.99,11.99,70
2019-08-02,39.99,11.99,70
2019-08-03,39.99,11.99,70
2019-08-04,39.99,11.99,70
2019-08-05,39.99,39.99,0
2019-08-06,39.99,39.99,0
2019-08-07,39.99,39.99,0
2019-08-08,39.99,39.99,0
2019-08-09,39.99,39.99,0
2019-08-10,39.99,39.99,0
2019-08-11,39.99,39.99,0
2019-08-12,39.99,39.99,0
2019-08-13,39.99,39.99,0
2019-08-14,39.99,39.99,0
2019-08-15,39.99,39.99,0
2019-08-16,39.99,39.99,0
2019-08-17,39.99,39.99,0
2019-08-18,39.99,39.99,0
2019-08-19,39.99,39.99,0
2019-08-20,39.99,39.99,0
2019-08-21,39.99,39.99,0
2019-08-22,39.99,39.99,0
2019-08-23,39.99,39.99,0
2019-08-24,39.99,39.99,0
2019-08-25,39.99,39.99,0
2019-08-26,39.99,39.99,0
2019-08-27,39.99,39.99,0
2019-08-28,39.99,39.99,0
2019-08-29,39.99,39.99,0
2019-08-30,39.99,39.99,0
2019-08-31,39.99,39.99,0
2019-09-01,39.99,39.99,0
2019-09-02,39.99,39.99,0
2019-09-03,39.99,39.99,0
2019-09-04,39.99,39.99,0
2019-09-05,39.99,39.99,0
2019-09-06,39.99,39.99,0
2019-09-07,39.99,39.99,0
2019-09-08,39.99,39.99,0
2019-09-09,39.99,39.99,0
2019-09-10,39.99,39.99,0
2019-09-11,39.99,39.99,0
2019-09-12,39.99,39.99,0
2019-09-13,39.99,39.99,0
2019-09-14,39.99,39.99,0
2019-09-15,39.99,39.99,0
2019-09-16,39.99,39.99,0
2019-09-17,39.99,39.99,0
2019-09-18,39.99,39.99,0
2019-09-19,39.99,39.99,0
2019-09-20,39.99,39.99,0
2019-09-21,39.99,39.99,0
2019-09-22,39.99,39.99,0
2019-09-23,39.99,39.99,0
2019-09-24,39.99,39.99,0
2019-09-25,39.99,39.99,0
2019-09-26,39.99,39.99,0
2019-09-27,39.99,39.99,0
2019-09-28,39.99,39.99,0
2019-09-29,39.99,39.99,0
2019-09-30,39.99,39.99,0
2019-10-01,39.99,39.99,0
2019-10-02,39.99,39.99,0
2019-10-03,39.99,39.99,0
2019-10-04,39.99,39.99,0
2019-10-05,39.99,39.99,0
2019-10-06,39.99,39.99,0
2019-10-07,39.99,39.99,0
2019-10-08,39.99,39.99,0
2019-10-09,39.99,39.99,0
2019-10-10,39.99,39.99,0
2019-10-11,39.99,39.99,0
2019-10-12,39.99,39.99,0
2019-10-13,39.99,39.99,0
2019-10-14,39.99,39.99,0
2019-10-15,39.99,9.99,75
2019-10-16,39.99,9.99,75
2019-10-17,39.99,9.99,75
2019-10-18,39.99,9.99,75
2019-10-19,39.99,9.99,75
2019-10-20,39.99,9.99,75
2019-10-21,39.99,39.99,0
2019-10-22,39.99,39.99,0
2019-10-23,39.99,39.99,0
2019-10-24,39.99,39.99,0
2019-10-25,39.99,39.99,0
2019-10-26,39.99,39.99,0
2019-10-27,39.99,39.99,0
2019-10-28,39.99,9.99,75
2019-10-29,39.99,9.99,75
2019-10-30,39.99,9.99,75
2019-10-31,39.99,9.99,75
2019-11-01,39.99,39.99,0
2019-11-02,39.99,39.99,0
2019-11-03,39.99,39.99,0
2019-11-04,39.99,39.99,0
2019-11-05,39.99,39.99,0
2019-11-06,39.99,39.99,0
2019-11-07,39.99,39.99,0
2019-11-08,39.99,39.99,0
2019-11-09,39.99,39.99,0
2019-11-10,39.99,9.99,75
2019-11-11,39.99,9.99,75
2019-11-12,39.99,39.99,0
2019-11-13,39.99,39.99,0
2019-11-14,39.99,39.99,0
2019-11-15,39.99,39.99,0
2019-11-16,39.99,39.99,0
2019-11-17,39.99,39.99,0
2019-11-18,39.99,39.99,0
2019-11-19,39.99,39.99,0
2019-11-20,39.99,39.99,0
2019-11-21,39.99,39.99,0
2019-11-22,39.99,39.99,0
2019-11-23,39.99,39.99,0
2019-11-24,39.99,39.99,0
2019-11-25,39.99,39.99,0
2019-11-26,39.99,9.99,75
2019-11-27,39.99,9.99,75
2019-11-28,39.99,9.99,75
2019-11-29,39.99,9.99,75
2019-11-30,39.99,9.99,75
