Date,Initialprice,Finalprice,Discount
2019-04-07,24.99,24.99,0
2019-04-08,24.99,24.99,0
2019-04-09,24.99,24.99,0
2019-04-10,24.99,24.99,0
2019-04-11,24.99,24.99,0
2019-04-12,24.99,24.99,0
2019-04-13,24.99,24.99,0
2019-04-14,24.99,24.99,0
2019-04-15,24.99,24.99,0
2019-04-16,24.99,24.99,0
2019-04-17,24.99,24.99,0
2019-04-18,24.99,24.99,0
2019-04-19,24.99,24.99,0
2019-04-20,24.99,24.99,0
2019-04-21,24.99,24.99,0
2019-04-22,24.99,24.99,0
2019-04-23,24.99,24.99,0
2019-04-24,24.99,24.99,0
2019-04-25,24.99,24.99,0
2019-04-26,24.99,24.99,0
2019-04-27,24.99,24.99,0
2019-04-28,24.99,24.99,0
2019-04-29,24.99,24.99,0
2019-04-30,24.99,24.99,0
2019-05-01,24.99,24.99,0
2019-05-02,24.99,24.99,0
2019-05-03,24.99,24.99,0
2019-05-04,24.99,24.99,0
2019-05-05,24.99,24.99,0
2019-05-06,24.99,24.99,0
2019-05-07,24.99,24.99,0
2019-05-08,24.99,24.99,0
2019-05-09,24.99,24.99,0
2019-05-10,24.99,24.99,0
2019-05-11,24.99,24.99,0
2019-05-12,24.99,24.99,0
2019-05-13,24.99,24.99,0
2019-05-14,24.99,24.99,0
2019-05-15,24.99,24.99,0
2019-05-16,24.99,24.99,0
2019-05-17,24.99,24.99,0
2019-05-18,24.99,24.99,0
2019-05-19,24.99,24.99,0
2019-05-20,24.99,24.99,0
2019-05-21,24.99,24.99,0
2019-05-22,24.99,24.99,0
2019-05-23,24.99,24.99,0
2019-05-24,24.99,24.99,0
2019-05-25,24.99,24.99,0
2019-05-26,24.99,24.99,0
2019-05-27,24.99,24.99,0
